Date,Close,Open,High,Low,Adj Close,Volume
2019-01-02,39.47999954223633,38.72249984741211,39.712501525878906,38.557498931884766,37.79377365112305,148158800
2019-01-03,35.54750061035156,35.994998931884766,36.43000030517578,35.5,34.029239654541016,365248800
2019-01-04,37.064998626708984,36.13249969482422,37.13750076293945,35.95000076293945,35.4819221496582,234428400
2019-01-07,36.98249816894531,37.17499923706055,37.20750045776367,36.474998474121094,35.402950286865234,219111200
2019-01-08,37.6875,37.38999938964844,37.95500183105469,37.130001068115234,36.077842712402344,164101200
2019-01-09,38.32749938964844,37.8224983215332,38.63249969482422,37.407501220703125,36.690494537353516,180396400
2019-01-10,38.45000076293945,38.125,38.49250030517578,37.71500015258789,36.807777404785156,143122800
2019-01-11,38.0724983215332,38.220001220703125,38.42499923706055,37.877498626708984,36.446388244628906,108092800
2019-01-14,37.5,37.712501525878906,37.817501068115234,37.30500030517578,35.89834976196289,129756800
2019-01-15,38.26750183105469,37.567501068115234,38.34749984741211,37.51250076293945,36.63307189941406,114843600
2019-01-16,38.73500061035156,38.27000045776367,38.970001220703125,38.25,37.080604553222656,122278800
2019-01-17,38.96500015258789,38.54999923706055,39.415000915527344,38.314998626708984,37.30078125,119284800
2019-01-18,39.20500183105469,39.375,39.470001220703125,38.994998931884766,37.53053283691406,135004000
2019-01-22,38.32500076293945,39.102500915527344,39.182498931884766,38.154998779296875,36.688106536865234,121576000
2019-01-23,38.47999954223633,38.537498474121094,38.78499984741211,37.92499923706055,36.83649444580078,92522400
2019-01-24,38.17499923706055,38.52750015258789,38.619998931884766,37.935001373291016,36.544517517089844,101766000
2019-01-25,39.439998626708984,38.869998931884766,39.532501220703125,38.58000183105469,37.7554817199707,134142000
2019-01-28,39.07500076293945,38.9474983215332,39.08250045776367,38.415000915527344,37.40607833862305,104768400
2019-01-29,38.66999816894531,39.0625,39.532501220703125,38.52750015258789,37.01838302612305,166348800
2019-01-30,41.3125,40.8125,41.537498474121094,40.057498931884766,39.548011779785156,244439200
2019-01-31,41.61000061035156,41.52750015258789,42.25,41.13999938964844,39.832801818847656,162958400
2019-02-01,41.630001068115234,41.7400016784668,42.244998931884766,41.48249816894531,39.85194778442383,130672400
2019-02-04,42.8125,41.852500915527344,42.915000915527344,41.81999969482422,40.983943939208984,125982000
2019-02-05,43.54499816894531,43.21500015258789,43.77000045776367,43.087501525878906,41.68516159057617,144406400
2019-02-06,43.560001373291016,43.662498474121094,43.89250183105469,43.212501525878906,41.699520111083984,112958400
2019-02-07,42.73500061035156,43.099998474121094,43.48500061035156,42.584999084472656,40.90976333618164,126966800
2019-02-08,42.602500915527344,42.247501373291016,42.665000915527344,42.10499954223633,40.95782470703125,95280000
2019-02-11,42.35749816894531,42.76250076293945,42.8025016784668,42.3125,40.722286224365234,83973600
2019-02-12,42.72249984741211,42.525001525878906,42.75,42.42499923706055,41.07319259643555,89134000
2019-02-13,42.54499816894531,42.84749984741211,43.119998931884766,42.47999954223633,40.90254211425781,89960800
2019-02-14,42.70000076293945,42.4275016784668,42.814998626708984,42.345001220703125,41.05156707763672,87342800
2019-02-15,42.60499954223633,42.8125,42.92499923706055,42.4375,40.96022033691406,98507200
2019-02-19,42.73249816894531,42.4275016784668,42.86000061035156,42.372501373291016,41.08281326293945,75891200
2019-02-20,43.00749969482422,42.79750061035156,43.33000183105469,42.747501373291016,41.34718322753906,104457600
2019-02-21,42.76499938964844,42.95000076293945,43.092498779296875,42.57500076293945,41.11405944824219,68998800
2019-02-22,43.24250030517578,42.89500045776367,43.25,42.845001220703125,41.57311248779297,75652800
2019-02-25,43.557498931884766,43.540000915527344,43.967498779296875,43.48749923706055,41.87596130371094,87493600
2019-02-26,43.58250045776367,43.4275016784668,43.82500076293945,43.29249954223633,41.899993896484375,68280800
2019-02-27,43.717498779296875,43.3025016784668,43.75,43.182498931884766,42.02978515625,111341600
2019-02-28,43.287498474121094,43.58000183105469,43.727500915527344,43.22999954223633,41.61637878417969,112861600
2019-03-01,43.74250030517578,43.56999969482422,43.787498474121094,43.22249984741211,42.05381774902344,103544800
2019-03-04,43.962501525878906,43.92250061035156,44.4375,43.49250030517578,42.265323638916016,109744800
2019-03-05,43.88249969482422,43.98500061035156,44.0,43.6349983215332,42.18840026855469,78949600
2019-03-06,43.630001068115234,43.66749954223633,43.872501373291016,43.48500061035156,41.945655822753906,83241600
2019-03-07,43.125,43.467498779296875,43.61000061035156,43.005001068115234,41.46015548706055,99185600
2019-03-08,43.227500915527344,42.58000183105469,43.26750183105469,42.375,41.55869674682617,95997600
2019-03-11,44.724998474121094,43.872501373291016,44.779998779296875,43.837501525878906,42.998382568359375,128044000
2019-03-12,45.227500915527344,45.0,45.66749954223633,44.842498779296875,43.48147964477539,129870400
2019-03-13,45.4275016784668,45.5625,45.82500076293945,45.22999954223633,43.673770904541016,124130000
2019-03-14,45.932498931884766,45.974998474121094,46.025001525878906,45.63999938964844,44.15926742553711,94318000
2019-03-15,46.529998779296875,46.212501525878906,46.83250045776367,45.935001373291016,44.73370361328125,156171600
2019-03-18,47.005001068115234,46.45000076293945,47.09749984741211,46.4474983215332,45.190364837646484,104879200
2019-03-19,46.63249969482422,47.087501525878906,47.247501373291016,46.47999954223633,44.832244873046875,126585600
2019-03-20,47.040000915527344,46.557498931884766,47.372501373291016,46.182498931884766,45.22401428222656,124140800
2019-03-21,48.772499084472656,47.505001068115234,49.08250045776367,47.45249938964844,46.88962936401367,204136800
2019-03-22,47.76250076293945,48.834999084472656,49.42250061035156,47.69499969482422,45.91862869262695,169630800
2019-03-25,47.185001373291016,47.877498626708984,47.994998931884766,46.650001525878906,45.36342239379883,175381200
2019-03-26,46.6974983215332,47.915000915527344,48.220001220703125,46.14500045776367,44.89472961425781,199202000
